movie_id,title,year,runtime_min,genres,rating_imdb,votes,revenue_musd,director,cast_top3,country,language,production_company,metascore
758,Movie 758,1980,151,"Thriller, Comedy, Drama",5.8,432253,751.5,Director 163,"Actor 15, Actor 155, Actor 470",Canada,German,Studio 41,44
759,Movie 759,2023,132,"Animation, Action",9.4,495073,666.8,Director 65,"Actor 650, Actor 461, Actor 655",Australia,English,Studio 5,57
760,Movie 760,1992,133,"Animation, Drama, Horror",5.2,110476,762.1,Director 296,"Actor 15, Actor 380, Actor 373",USA,French,Studio 40,94
761,Movie 761,1987,169,"Adventure, Horror",6.3,185160,663.4,Director 219,"Actor 536, Actor 784, Actor 344",UK,Spanish,Studio 59,84
762,Movie 762,2003,102,"Fantasy, Drama, Horror",6.1,443571,529.4,Director 224,"Actor 650, Actor 291, Actor 719",Australia,Italian,Studio 13,41
763,Movie 763,1986,91,"Action, Horror, Comedy",6.7,394621,500.9,Director 279,"Actor 103, Actor 649, Actor 455",Italy,Hindi,Studio 5,67
764,Movie 764,2006,107,Adventure,7.0,60531,160.5,Director 241,"Actor 128, Actor 360, Actor 476",Japan,Italian,Studio 83,80
765,Movie 765,1980,127,Animation,5.6,461667,528.7,Director 158,"Actor 425, Actor 690, Actor 248",USA,German,Studio 5,31
766,Movie 766,1981,99,"Animation, Sci-Fi",5.8,300491,794.3,Director 124,"Actor 570, Actor 401, Actor 198",Australia,Japanese,Studio 51,36
767,Movie 767,2016,134,Horror,9.4,91577,325.5,Director 163,"Actor 530, Actor 163, Actor 448",France,English,Studio 91,46
768,Movie 768,2012,95,"Fantasy, Horror, Romance",8.6,83889,759.2,Director 105,"Actor 96, Actor 27, Actor 448",USA,Japanese,Studio 99,49
769,Movie 769,1981,159,"Animation, Comedy, Horror",4.1,385416,108.8,Director 233,"Actor 650, Actor 647, Actor 797",India,Spanish,Studio 31,58
770,Movie 770,1999,104,"Thriller, Horror, Romance",7.6,144660,71.0,Director 74,"Actor 643, Actor 24, Actor 654",Australia,Italian,Studio 14,44
771,Movie 771,2009,156,Comedy,4.8,137860,716.2,Director 48,"Actor 80, Actor 507, Actor 371",France,German,Studio 13,92
772,Movie 772,1981,132,Adventure,9.3,40509,172.2,Director 215,"Actor 385, Actor 322, Actor 649",Spain,Italian,Studio 21,53
773,Movie 773,1999,81,Fantasy,7.5,448666,30.0,Director 176,"Actor 356, Actor 496, Actor 629",Australia,Hindi,Studio 1,50
774,Movie 774,2013,174,"Comedy, Thriller",7.3,281494,23.3,Director 263,"Actor 780, Actor 157, Actor 222",India,English,Studio 28,33
775,Movie 775,2000,97,Comedy,8.0,493251,105.6,Director 141,"Actor 494, Actor 205, Actor 95",India,Japanese,Studio 71,67
776,Movie 776,2009,175,"Horror, Animation",9.2,484076,158.5,Director 89,"Actor 203, Actor 704, Actor 735",Germany,German,Studio 14,69
777,Movie 777,1990,106,"Adventure, Horror, Fantasy",6.3,392184,221.0,Director 164,"Actor 638, Actor 111, Actor 622",Japan,German,Studio 26,75
778,Movie 778,2003,160,Adventure,4.9,18199,766.7,Director 130,"Actor 601, Actor 420, Actor 301",Australia,Italian,Studio 83,75
779,Movie 779,2005,83,Drama,8.4,225622,633.8,Director 184,"Actor 252, Actor 75, Actor 221",India,French,Studio 19,70
780,Movie 780,1987,81,"Action, Sci-Fi",5.2,298017,637.2,Director 120,"Actor 576, Actor 68, Actor 395",Germany,Hindi,Studio 28,57
781,Movie 781,1986,151,"Fantasy, Comedy",7.2,339331,340.3,Director 223,"Actor 326, Actor 328, Actor 203",France,English,Studio 64,93
782,Movie 782,1982,115,"Comedy, Fantasy",6.5,315822,264.9,Director 197,"Actor 243, Actor 591, Actor 22",Germany,English,Studio 83,30
783,Movie 783,2009,116,Horror,4.2,280190,734.8,Director 21,"Actor 346, Actor 661, Actor 17",UK,German,Studio 13,83
784,Movie 784,1999,115,"Sci-Fi, Horror",4.4,406620,254.0,Director 25,"Actor 403, Actor 306, Actor 714",Spain,German,Studio 83,45
785,Movie 785,2003,159,Action,5.2,433276,13.3,Director 54,"Actor 331, Actor 705, Actor 742",Japan,Spanish,Studio 22,41
786,Movie 786,1992,172,"Animation, Action",9.1,455589,46.7,Director 23,"Actor 114, Actor 50, Actor 312",UK,French,Studio 43,78
787,Movie 787,1997,169,Drama,7.2,63362,105.4,Director 76,"Actor 772, Actor 599, Actor 424",Spain,Japanese,Studio 16,60
788,Movie 788,2016,141,"Adventure, Romance, Sci-Fi",8.2,253577,184.5,Director 136,"Actor 785, Actor 304, Actor 729",UK,French,Studio 72,61
789,Movie 789,2022,162,"Thriller, Comedy, Animation",9.3,32097,173.9,Director 111,"Actor 480, Actor 395, Actor 193",Spain,English,Studio 44,56
790,Movie 790,2017,177,"Animation, Sci-Fi, Romance",7.9,344060,127.4,Director 259,"Actor 109, Actor 134, Actor 225",India,German,Studio 58,95
791,Movie 791,1992,179,"Thriller, Comedy",5.5,86586,550.6,Director 296,"Actor 664, Actor 105, Actor 151",Spain,English,Studio 96,44
792,Movie 792,1995,82,"Drama, Romance",4.2,347518,427.1,Director 181,"Actor 272, Actor 122, Actor 564",UK,French,Studio 56,57
793,Movie 793,1989,130,"Horror, Animation, Sci-Fi",4.3,143415,299.0,Director 26,"Actor 665, Actor 392, Actor 750",Japan,Spanish,Studio 38,54
794,Movie 794,2005,102,"Romance, Animation, Adventure",6.9,57744,546.5,Director 128,"Actor 114, Actor 225, Actor 118",USA,English,Studio 74,64
795,Movie 795,1995,88,"Comedy, Romance, Thriller",8.9,367245,574.1,Director 201,"Actor 403, Actor 104, Actor 226",Germany,German,Studio 27,51
796,Movie 796,1993,124,"Romance, Fantasy, Action",4.5,264342,726.7,Director 245,"Actor 757, Actor 313, Actor 705",France,Spanish,Studio 41,38
797,Movie 797,1990,103,"Adventure, Drama",9.3,349692,382.3,Director 172,"Actor 22, Actor 182, Actor 271",UK,Spanish,Studio 87,31
798,Movie 798,2018,125,"Fantasy, Action",6.7,130266,380.7,Director 24,"Actor 18, Actor 581, Actor 697",Germany,Italian,Studio 30,94
799,Movie 799,1990,176,Comedy,4.5,421971,590.3,Director 232,"Actor 503, Actor 753, Actor 360",Italy,French,Studio 85,92
800,Movie 800,1996,126,"Action, Sci-Fi",5.7,175475,713.6,Director 248,"Actor 116, Actor 277, Actor 703",Italy,Japanese,Studio 82,32
801,Movie 801,1989,132,Drama,6.0,16702,199.3,Director 221,"Actor 369, Actor 212, Actor 763",UK,Spanish,Studio 49,43
802,Movie 802,1997,160,"Animation, Adventure, Drama",5.5,356526,282.3,Director 170,"Actor 401, Actor 604, Actor 428",Germany,French,Studio 25,35
803,Movie 803,2017,146,"Sci-Fi, Comedy, Horror",8.4,297594,774.7,Director 178,"Actor 296, Actor 113, Actor 9",Spain,Japanese,Studio 19,89
804,Movie 804,2023,99,"Romance, Animation, Drama",5.7,151631,56.4,Director 151,"Actor 16, Actor 465, Actor 42",France,French,Studio 76,45
805,Movie 805,1983,142,"Action, Horror",5.9,437813,5.5,Director 129,"Actor 142, Actor 359, Actor 291",Italy,Japanese,Studio 99,49
806,Movie 806,1985,171,"Drama, Thriller",6.4,481932,69.2,Director 113,"Actor 33, Actor 485, Actor 364",France,Italian,Studio 87,79
807,Movie 807,2007,131,Romance,9.1,313520,252.0,Director 289,"Actor 447, Actor 696, Actor 331",Australia,Spanish,Studio 88,55
808,Movie 808,1996,97,"Animation, Thriller",5.7,45377,241.4,Director 237,"Actor 559, Actor 188, Actor 385",Japan,English,Studio 18,86
809,Movie 809,2024,120,"Sci-Fi, Adventure, Fantasy",6.4,220966,769.4,Director 237,"Actor 29, Actor 573, Actor 28",Japan,English,Studio 97,47
810,Movie 810,2019,118,Fantasy,6.8,67228,498.6,Director 290,"Actor 301, Actor 55, Actor 774",Japan,Spanish,Studio 52,30
811,Movie 811,2009,177,"Adventure, Action, Comedy",4.3,435603,789.0,Director 55,"Actor 342, Actor 609, Actor 100",Germany,Hindi,Studio 62,72
812,Movie 812,1983,95,"Fantasy, Animation, Action",7.9,271171,119.6,Director 254,"Actor 140, Actor 229, Actor 692",Canada,French,Studio 81,69
813,Movie 813,1980,142,"Thriller, Comedy, Animation",4.0,317060,704.5,Director 267,"Actor 100, Actor 254, Actor 210",UK,German,Studio 4,94
814,Movie 814,2008,130,Comedy,5.6,254108,786.2,Director 121,"Actor 560, Actor 267, Actor 628",Spain,Italian,Studio 85,45
815,Movie 815,2007,98,"Action, Drama, Animation",8.5,345201,196.3,Director 262,"Actor 760, Actor 717, Actor 560",France,German,Studio 62,67
816,Movie 816,1998,165,Fantasy,6.7,350566,223.8,Director 198,"Actor 715, Actor 110, Actor 476",Japan,Italian,Studio 55,48
817,Movie 817,1981,116,"Comedy, Horror",4.1,159234,32.1,Director 228,"Actor 44, Actor 364, Actor 143",Spain,Japanese,Studio 59,65
818,Movie 818,1980,100,"Animation, Fantasy",5.2,473696,566.4,Director 200,"Actor 526, Actor 65, Actor 179",Canada,French,Studio 84,73
819,Movie 819,2009,171,Romance,8.3,345714,245.8,Director 202,"Actor 70, Actor 661, Actor 496",Japan,German,Studio 78,53
820,Movie 820,2016,170,"Animation, Romance, Drama",7.8,309228,764.4,Director 179,"Actor 599, Actor 633, Actor 414",UK,English,Studio 4,50
821,Movie 821,1994,92,"Comedy, Adventure, Animation",5.8,121890,785.2,Director 122,"Actor 108, Actor 179, Actor 746",Japan,Italian,Studio 54,38
822,Movie 822,1983,158,"Comedy, Action",8.7,38710,356.0,Director 192,"Actor 622, Actor 647, Actor 31",Canada,French,Studio 14,87
823,Movie 823,2004,97,"Fantasy, Animation, Thriller",5.1,257979,352.8,Director 147,"Actor 231, Actor 207, Actor 760",Canada,German,Studio 68,54
824,Movie 824,1985,154,Comedy,5.1,425177,116.7,Director 3,"Actor 369, Actor 793, Actor 418",Australia,Hindi,Studio 10,73
825,Movie 825,1991,167,"Animation, Adventure, Thriller",8.6,299538,662.9,Director 257,"Actor 361, Actor 366, Actor 634",Italy,Italian,Studio 18,38
826,Movie 826,2008,134,"Horror, Comedy, Animation",4.7,271686,242.1,Director 61,"Actor 511, Actor 237, Actor 53",Australia,Hindi,Studio 43,32
827,Movie 827,1994,117,"Horror, Sci-Fi",4.4,457403,130.5,Director 148,"Actor 77, Actor 548, Actor 590",France,Italian,Studio 67,94
828,Movie 828,1999,131,"Action, Animation, Comedy",7.2,491719,734.3,Director 135,"Actor 669, Actor 31, Actor 34",India,German,Studio 34,55
829,Movie 829,2001,177,Drama,5.1,428718,588.4,Director 32,"Actor 242, Actor 506, Actor 75",Australia,Hindi,Studio 90,34
830,Movie 830,2002,89,"Fantasy, Comedy",8.9,251514,757.5,Director 139,"Actor 741, Actor 43, Actor 107",USA,German,Studio 65,58
831,Movie 831,2021,124,"Adventure, Romance",8.3,460012,777.3,Director 11,"Actor 57, Actor 27, Actor 793",France,Hindi,Studio 78,78
832,Movie 832,2023,167,"Action, Animation, Adventure",4.3,401937,304.9,Director 65,"Actor 441, Actor 719, Actor 438",Italy,Spanish,Studio 15,86
833,Movie 833,1987,158,"Sci-Fi, Thriller",5.9,481832,51.0,Director 119,"Actor 95, Actor 603, Actor 11",France,German,Studio 96,35
834,Movie 834,1980,172,Action,4.4,66935,353.7,Director 145,"Actor 45, Actor 322, Actor 359",Australia,Japanese,Studio 32,67
835,Movie 835,1988,157,"Adventure, Comedy",7.6,40544,203.9,Director 279,"Actor 211, Actor 507, Actor 723",India,Italian,Studio 29,86
836,Movie 836,2025,118,"Animation, Romance",8.8,128534,423.8,Director 137,"Actor 327, Actor 715, Actor 555",Italy,English,Studio 7,74
837,Movie 837,2006,170,"Adventure, Romance, Comedy",5.1,72396,673.9,Director 267,"Actor 237, Actor 313, Actor 760",Italy,Spanish,Studio 16,77
838,Movie 838,1989,84,Adventure,7.6,238402,762.7,Director 11,"Actor 511, Actor 35, Actor 277",Germany,Hindi,Studio 50,68
839,Movie 839,1985,87,"Fantasy, Horror",6.7,452841,309.2,Director 228,"Actor 46, Actor 230, Actor 211",Japan,Spanish,Studio 85,85
840,Movie 840,2014,86,"Romance, Action, Sci-Fi",9.2,477630,488.9,Director 173,"Actor 269, Actor 772, Actor 606",France,Italian,Studio 4,73
841,Movie 841,2019,135,"Action, Comedy",7.0,499870,578.4,Director 148,"Actor 548, Actor 475, Actor 435",Australia,Japanese,Studio 73,63
842,Movie 842,1990,128,"Thriller, Drama",9.0,147667,640.7,Director 141,"Actor 88, Actor 256, Actor 790",Italy,French,Studio 44,80
843,Movie 843,1982,158,"Sci-Fi, Romance",7.6,410716,524.2,Director 7,"Actor 128, Actor 315, Actor 583",India,Italian,Studio 34,52
844,Movie 844,2008,139,Adventure,4.0,19900,772.9,Director 246,"Actor 654, Actor 570, Actor 224",Japan,English,Studio 75,40
845,Movie 845,1997,158,"Sci-Fi, Comedy, Adventure",5.0,402092,630.5,Director 133,"Actor 507, Actor 131, Actor 233",Canada,Spanish,Studio 80,36
846,Movie 846,1994,94,"Action, Drama, Adventure",7.2,22496,445.0,Director 117,"Actor 63, Actor 732, Actor 266",Germany,English,Studio 87,75
847,Movie 847,2014,171,Fantasy,5.3,57733,66.6,Director 228,"Actor 116, Actor 524, Actor 80",France,Spanish,Studio 42,77
848,Movie 848,2023,133,Horror,8.8,75514,24.6,Director 185,"Actor 344, Actor 418, Actor 668",India,German,Studio 38,33
849,Movie 849,1990,127,Romance,9.1,478583,475.0,Director 55,"Actor 624, Actor 217, Actor 321",Italy,Japanese,Studio 100,95
850,Movie 850,2017,171,"Thriller, Horror",8.6,17591,527.4,Director 77,"Actor 391, Actor 781, Actor 665",UK,English,Studio 29,94
851,Movie 851,2016,160,"Horror, Animation, Comedy",8.7,277196,639.6,Director 242,"Actor 676, Actor 538, Actor 533",Spain,French,Studio 35,54
852,Movie 852,2016,117,Sci-Fi,5.3,402966,782.1,Director 119,"Actor 467, Actor 323, Actor 767",UK,Japanese,Studio 31,86
853,Movie 853,2006,126,Sci-Fi,7.1,40578,732.1,Director 248,"Actor 620, Actor 236, Actor 460",Japan,Spanish,Studio 73,46
854,Movie 854,2014,111,"Fantasy, Drama",7.3,417757,233.1,Director 161,"Actor 121, Actor 84, Actor 419",Japan,Hindi,Studio 19,93
855,Movie 855,2020,178,Drama,8.8,8632,137.6,Director 215,"Actor 270, Actor 784, Actor 568",Spain,Japanese,Studio 13,46
856,Movie 856,1982,135,Drama,9.4,69904,414.3,Director 272,"Actor 398, Actor 433, Actor 363",Canada,German,Studio 90,60
857,Movie 857,2025,117,Sci-Fi,8.9,471496,272.6,Director 56,"Actor 740, Actor 47, Actor 76",India,German,Studio 53,87
858,Movie 858,2007,117,"Drama, Fantasy",8.0,309598,733.5,Director 261,"Actor 86, Actor 156, Actor 8",Australia,Hindi,Studio 48,88
859,Movie 859,2004,121,"Drama, Animation",8.0,146933,756.1,Director 50,"Actor 238, Actor 305, Actor 506",India,English,Studio 73,95
860,Movie 860,2007,116,"Horror, Sci-Fi",8.2,75576,38.3,Director 108,"Actor 441, Actor 532, Actor 285",Australia,Hindi,Studio 41,42
861,Movie 861,2002,116,Comedy,5.6,255637,353.9,Director 87,"Actor 296, Actor 266, Actor 621",UK,Spanish,Studio 86,65
862,Movie 862,1989,92,Animation,8.6,396266,139.2,Director 21,"Actor 553, Actor 551, Actor 200",USA,German,Studio 4,77
863,Movie 863,1993,116,"Horror, Adventure, Drama",8.6,155134,734.8,Director 62,"Actor 456, Actor 443, Actor 506",Germany,English,Studio 18,65
864,Movie 864,2022,94,"Comedy, Thriller",8.0,172002,129.6,Director 172,"Actor 283, Actor 465, Actor 646",Italy,Japanese,Studio 100,39
865,Movie 865,2025,168,"Action, Horror",4.6,370177,636.4,Director 163,"Actor 195, Actor 572, Actor 677",USA,Japanese,Studio 81,31
866,Movie 866,1995,97,"Horror, Thriller, Animation",5.5,79894,390.2,Director 96,"Actor 752, Actor 509, Actor 290",Canada,Spanish,Studio 82,41
867,Movie 867,2013,172,"Thriller, Action, Horror",4.4,292914,490.9,Director 92,"Actor 40, Actor 429, Actor 705",Germany,Hindi,Studio 49,60
868,Movie 868,2020,124,"Animation, Drama",8.8,441264,189.4,Director 150,"Actor 685, Actor 497, Actor 502",Japan,Hindi,Studio 46,91
869,Movie 869,1998,92,Comedy,9.3,470691,605.2,Director 148,"Actor 430, Actor 458, Actor 334",France,Japanese,Studio 55,44
870,Movie 870,1991,139,"Comedy, Sci-Fi",7.8,370028,106.8,Director 248,"Actor 501, Actor 616, Actor 422",France,English,Studio 38,64
871,Movie 871,2012,107,"Action, Animation",8.2,137656,541.6,Director 211,"Actor 401, Actor 453, Actor 436",Japan,French,Studio 7,64
872,Movie 872,2011,173,Sci-Fi,7.5,24422,250.3,Director 210,"Actor 227, Actor 587, Actor 171",Italy,Spanish,Studio 100,44
873,Movie 873,2019,158,"Drama, Animation",4.1,379155,21.8,Director 195,"Actor 93, Actor 800, Actor 722",India,French,Studio 99,38
874,Movie 874,2021,86,"Thriller, Sci-Fi, Fantasy",9.4,439931,430.9,Director 118,"Actor 298, Actor 166, Actor 383",India,German,Studio 28,61
875,Movie 875,1980,84,Animation,4.6,209133,634.1,Director 22,"Actor 161, Actor 290, Actor 309",USA,Spanish,Studio 81,61
876,Movie 876,1982,114,"Comedy, Horror, Animation",4.7,388748,701.9,Director 44,"Actor 79, Actor 76, Actor 517",Japan,English,Studio 2,49
877,Movie 877,1986,174,"Horror, Thriller, Romance",8.3,223402,412.3,Director 12,"Actor 310, Actor 281, Actor 470",France,English,Studio 34,90
878,Movie 878,2004,117,"Comedy, Thriller",9.3,294623,226.5,Director 146,"Actor 720, Actor 547, Actor 519",France,German,Studio 3,93
879,Movie 879,2005,127,"Comedy, Adventure, Thriller",7.2,13550,320.9,Director 119,"Actor 458, Actor 379, Actor 489",Australia,English,Studio 83,69
880,Movie 880,2001,98,"Comedy, Fantasy, Drama",5.1,494428,394.4,Director 128,"Actor 86, Actor 145, Actor 413",Australia,Italian,Studio 61,59
881,Movie 881,1983,178,"Romance, Horror",5.7,177640,668.3,Director 19,"Actor 330, Actor 706, Actor 579",Australia,German,Studio 1,64
882,Movie 882,2024,106,"Adventure, Animation, Fantasy",5.7,342340,192.4,Director 237,"Actor 726, Actor 495, Actor 527",Italy,Italian,Studio 95,40
883,Movie 883,1986,134,"Comedy, Horror, Drama",8.2,85483,418.4,Director 63,"Actor 171, Actor 203, Actor 449",UK,English,Studio 55,93
884,Movie 884,1990,160,"Adventure, Drama, Horror",6.2,156083,98.5,Director 151,"Actor 738, Actor 693, Actor 278",Italy,French,Studio 79,77
885,Movie 885,2016,163,Drama,5.6,359649,167.5,Director 191,"Actor 532, Actor 620, Actor 258",Spain,German,Studio 27,72
886,Movie 886,1988,101,"Adventure, Action, Sci-Fi",6.3,79326,379.0,Director 3,"Actor 320, Actor 719, Actor 193",France,Japanese,Studio 13,88
887,Movie 887,2001,92,Fantasy,6.6,82526,58.1,Director 287,"Actor 232, Actor 354, Actor 644",USA,Spanish,Studio 36,66
888,Movie 888,2007,154,"Romance, Sci-Fi, Horror",9.1,294684,435.1,Director 104,"Actor 80, Actor 607, Actor 157",UK,Japanese,Studio 28,65
889,Movie 889,1991,113,"Comedy, Drama, Horror",5.8,405239,683.5,Director 142,"Actor 755, Actor 631, Actor 685",Spain,Spanish,Studio 22,30
890,Movie 890,1994,107,Fantasy,4.8,86912,383.0,Director 1,"Actor 332, Actor 80, Actor 54",Canada,Hindi,Studio 57,84
891,Movie 891,2022,140,"Romance, Animation",8.2,126734,450.3,Director 194,"Actor 793, Actor 395, Actor 724",Spain,French,Studio 40,70
892,Movie 892,2013,90,"Thriller, Drama, Romance",7.9,440836,352.6,Director 227,"Actor 502, Actor 712, Actor 257",UK,Hindi,Studio 56,74
893,Movie 893,1991,83,"Adventure, Sci-Fi",8.0,112582,495.5,Director 98,"Actor 392, Actor 384, Actor 184",USA,Spanish,Studio 57,76
894,Movie 894,2013,104,Fantasy,5.7,49839,729.3,Director 130,"Actor 515, Actor 14, Actor 622",Germany,English,Studio 83,65
895,Movie 895,2021,141,"Action, Romance",5.5,30503,777.1,Director 16,"Actor 736, Actor 483, Actor 623",Spain,German,Studio 23,90
896,Movie 896,2021,176,"Comedy, Action, Sci-Fi",4.2,469352,572.1,Director 91,"Actor 135, Actor 85, Actor 430",UK,English,Studio 57,37
897,Movie 897,2000,92,"Romance, Thriller, Action",5.8,352816,679.3,Director 163,"Actor 727, Actor 174, Actor 601",India,Hindi,Studio 2,81
898,Movie 898,2006,165,"Action, Comedy, Thriller",8.5,263443,122.3,Director 137,"Actor 86, Actor 177, Actor 455",USA,French,Studio 78,55
899,Movie 899,2024,144,"Drama, Action",5.7,294394,283.8,Director 175,"Actor 478, Actor 582, Actor 714",UK,Hindi,Studio 60,41
900,Movie 900,1987,91,Comedy,5.0,310432,503.2,Director 11,"Actor 786, Actor 174, Actor 11",France,Japanese,Studio 48,88
901,Movie 901,1985,172,Romance,8.6,337259,754.4,Director 98,"Actor 766, Actor 774, Actor 756",Canada,French,Studio 7,78
902,Movie 902,2025,116,Romance,4.8,165934,334.1,Director 97,"Actor 280, Actor 205, Actor 182",Germany,French,Studio 90,86
903,Movie 903,1996,91,"Sci-Fi, Fantasy",5.9,337001,420.8,Director 88,"Actor 38, Actor 600, Actor 395",Canada,Hindi,Studio 73,56
904,Movie 904,2024,135,"Romance, Thriller",5.9,264618,443.5,Director 138,"Actor 93, Actor 526, Actor 792",France,French,Studio 28,89
905,Movie 905,1996,84,Animation,7.6,98240,382.8,Director 240,"Actor 601, Actor 331, Actor 382",Australia,German,Studio 85,34
906,Movie 906,2000,169,Sci-Fi,8.8,4640,131.2,Director 244,"Actor 343, Actor 345, Actor 664",UK,Spanish,Studio 46,69
907,Movie 907,1990,139,"Drama, Action, Adventure",8.5,239808,476.9,Director 223,"Actor 749, Actor 409, Actor 485",France,French,Studio 93,77
908,Movie 908,2018,123,"Horror, Romance",4.2,487558,702.6,Director 260,"Actor 111, Actor 432, Actor 437",Germany,Hindi,Studio 52,33
909,Movie 909,1990,145,Romance,8.9,366259,754.6,Director 102,"Actor 582, Actor 770, Actor 143",Canada,Japanese,Studio 43,36
910,Movie 910,1985,119,Sci-Fi,6.5,87186,371.2,Director 76,"Actor 206, Actor 177, Actor 309",Germany,English,Studio 24,60
911,Movie 911,1993,135,Thriller,4.8,291662,677.3,Director 192,"Actor 6, Actor 489, Actor 164",India,English,Studio 61,80
912,Movie 912,2024,107,"Horror, Adventure",7.9,400561,734.0,Director 199,"Actor 132, Actor 326, Actor 782",Canada,German,Studio 99,71
913,Movie 913,1998,166,"Horror, Fantasy, Comedy",5.9,351708,593.6,Director 14,"Actor 228, Actor 624, Actor 183",France,French,Studio 47,73
914,Movie 914,2012,80,"Fantasy, Horror, Comedy",7.6,72893,402.5,Director 23,"Actor 217, Actor 310, Actor 446",UK,French,Studio 50,53
915,Movie 915,2007,99,"Romance, Horror",7.7,252500,32.7,Director 216,"Actor 184, Actor 168, Actor 408",Italy,Italian,Studio 14,89
916,Movie 916,1985,124,"Comedy, Horror, Action",4.9,67996,461.9,Director 197,"Actor 703, Actor 466, Actor 12",Spain,Japanese,Studio 86,81
917,Movie 917,2007,178,Romance,6.3,389555,509.1,Director 231,"Actor 515, Actor 382, Actor 800",Spain,Japanese,Studio 43,76
918,Movie 918,1987,180,Horror,6.9,201549,696.9,Director 41,"Actor 154, Actor 8, Actor 346",Australia,French,Studio 26,95
919,Movie 919,2019,173,"Horror, Action",6.6,21389,101.6,Director 251,"Actor 472, Actor 376, Actor 52",Australia,Japanese,Studio 48,62
920,Movie 920,2007,123,"Romance, Action, Fantasy",5.0,187610,336.6,Director 229,"Actor 333, Actor 305, Actor 652",USA,Hindi,Studio 15,75
921,Movie 921,1982,148,"Horror, Thriller, Drama",4.5,50083,105.2,Director 75,"Actor 649, Actor 506, Actor 442",Germany,French,Studio 59,61
922,Movie 922,2013,152,"Action, Comedy",5.8,20573,121.7,Director 52,"Actor 392, Actor 525, Actor 743",UK,French,Studio 82,68
923,Movie 923,2007,131,Drama,9.2,135167,578.7,Director 41,"Actor 444, Actor 120, Actor 197",Australia,French,Studio 39,95
924,Movie 924,2014,111,"Action, Sci-Fi, Adventure",5.2,490960,352.4,Director 96,"Actor 284, Actor 514, Actor 688",USA,Hindi,Studio 52,53
925,Movie 925,2023,116,"Action, Horror",5.1,410519,334.4,Director 67,"Actor 282, Actor 274, Actor 474",Australia,Italian,Studio 82,70
926,Movie 926,1986,108,Action,7.9,116397,55.7,Director 148,"Actor 746, Actor 730, Actor 624",Spain,Hindi,Studio 54,72
927,Movie 927,2014,129,"Animation, Action",5.9,168084,280.4,Director 228,"Actor 156, Actor 474, Actor 761",Spain,Spanish,Studio 69,51
928,Movie 928,2023,129,"Horror, Action",7.6,300032,774.3,Director 250,"Actor 575, Actor 354, Actor 86",France,Japanese,Studio 68,77
929,Movie 929,1999,117,"Adventure, Fantasy",4.2,328108,470.0,Director 181,"Actor 579, Actor 442, Actor 426",USA,Italian,Studio 37,92
930,Movie 930,1995,128,"Drama, Horror, Comedy",4.5,114954,173.0,Director 57,"Actor 585, Actor 297, Actor 183",Canada,Italian,Studio 100,81
931,Movie 931,2015,132,"Thriller, Horror",9.0,146713,258.9,Director 186,"Actor 646, Actor 109, Actor 681",India,Hindi,Studio 69,80
932,Movie 932,1994,131,"Adventure, Romance",8.5,236144,129.8,Director 91,"Actor 410, Actor 296, Actor 4",Italy,Italian,Studio 43,89
933,Movie 933,2021,102,"Comedy, Horror, Animation",9.4,215612,155.2,Director 15,"Actor 634, Actor 230, Actor 142",Australia,Hindi,Studio 65,40
934,Movie 934,2018,153,"Horror, Action, Sci-Fi",7.4,87772,457.6,Director 242,"Actor 701, Actor 94, Actor 380",USA,Japanese,Studio 77,79
935,Movie 935,2015,145,Drama,6.5,379591,700.3,Director 90,"Actor 484, Actor 730, Actor 205",India,Spanish,Studio 38,38
936,Movie 936,1981,106,"Adventure, Fantasy, Thriller",7.8,233102,791.8,Director 91,"Actor 473, Actor 513, Actor 657",UK,Italian,Studio 78,72
937,Movie 937,1990,111,"Comedy, Action",8.1,358076,543.1,Director 267,"Actor 482, Actor 395, Actor 73",Japan,French,Studio 92,45
938,Movie 938,2025,179,"Animation, Action, Adventure",6.6,381149,52.5,Director 204,"Actor 743, Actor 788, Actor 41",India,German,Studio 92,95
939,Movie 939,2020,163,"Horror, Comedy",4.6,444608,213.7,Director 297,"Actor 772, Actor 115, Actor 740",Canada,French,Studio 53,73
940,Movie 940,1989,111,"Thriller, Romance",4.5,337111,556.5,Director 235,"Actor 727, Actor 504, Actor 771",France,Italian,Studio 34,73
941,Movie 941,1998,168,"Sci-Fi, Adventure",7.8,298416,223.9,Director 19,"Actor 780, Actor 144, Actor 152",Italy,French,Studio 4,58
942,Movie 942,2003,152,"Romance, Fantasy",9.2,83496,456.3,Director 157,"Actor 487, Actor 731, Actor 451",Germany,Spanish,Studio 96,46
943,Movie 943,1989,157,"Horror, Romance",7.5,15182,681.5,Director 299,"Actor 311, Actor 152, Actor 599",USA,French,Studio 47,95
944,Movie 944,2013,131,"Fantasy, Drama",9.3,338063,128.9,Director 257,"Actor 322, Actor 536, Actor 384",Japan,Italian,Studio 63,51
945,Movie 945,2013,141,Adventure,8.9,7961,536.7,Director 34,"Actor 351, Actor 231, Actor 317",France,Spanish,Studio 20,65
946,Movie 946,2018,179,"Comedy, Thriller, Sci-Fi",6.7,299033,730.6,Director 7,"Actor 765, Actor 537, Actor 234",France,French,Studio 86,34
947,Movie 947,2005,160,Sci-Fi,6.8,142830,444.9,Director 274,"Actor 760, Actor 551, Actor 82",USA,German,Studio 73,61
